county,state,FIPS,GISJOIN,number,state_abbrev,region,pop2020,per_100,diff
Tuscarawas,Ohio,39157,G3901570,4,OH,Midwest,93263,4.288946313,2.040160757
Greene,Indiana,18055,G1800550,0,IN,Midwest,30803,0,0
Wexford,Michigan,26165,G2601650,0,MI,Midwest,33673,0,0
Richland,Ohio,39139,G3901390,6,OH,Midwest,124936,4.802458859,2.284427779
Adams,Illinois,17001,G1700010,0,IL,Midwest,65737,0,0
Des Moines,Iowa,19057,G1900570,1,IA,Midwest,38910,2.57003341,1.222510362
Big Horn,Wyoming,56003,G5600030,0,WY,Rockies,11521,0,0
Hampden,Massachusetts,25013,G2500130,7,MA,North,465825,1.502710245,0.714807379
Franklin,Pennsylvania,42055,G4200550,4,PA,North,155932,2.565220737,1.220221075
Iredell,North Carolina,37097,G3700970,1,NC,South,186693,0.535638722,0.254791975
Howard,Indiana,18067,G1800670,7,IN,Midwest,83658,8.367400607,3.980194927
Washington,North Carolina,37187,G3701870,0,NC,South,11003,0,0
